Number,Name,Comments,Merged,State,Labels,Created,Closed,Commit,Files,Url
3740,#3740_Individual_Axis_Homing_LCD_menu_items,3,True,closed,['PR: New Feature'],2016-05-12 01:29:51+00:00,2016-05-12 18:59:46+00:00,14cd0f4c9215197df35afaa164fa1ec2ea4108bb,"['Marlin/Configuration.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/Configuration_DUAL.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/language_en.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/3740
3744,#3744_Add_BEZIER_CURVE_SUPPORT_—_G5_command,4,True,closed,['PR: New Feature'],2016-05-12 20:40:56+00:00,2016-05-17 20:57:38+00:00,3016dfe484903c61fd25d87b635d3704775c483f,"['.travis.yml', 'Marlin/Configuration_adv.h', 'Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/example_configurations/Felix/Configuration_adv.h', 'Marlin/example_configurations/Hephestos/Configuration_adv.h', 'Marlin/example_configurations/Hephestos_2/Configuration_adv.h', 'Marlin/example_configurations/K8200/Configuration_adv.h', 'Marlin/example_configurations/RigidBot/Configuration_adv.h', 'Marlin/example_configurations/SCARA/Configuration_adv.h', 'Marlin/example_configurations/TAZ4/Configuration_adv.h', 'Marlin/example_configurations/WITBOX/Configuration_adv.h', 'Marlin/example_configurations/delta/biv2.5/Configuration_adv.h', 'Marlin/example_configurations/delta/generic/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration_adv.h', 'Marlin/example_configurations/makibox/Configuration_adv.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration_adv.h', 'Marlin/planner_bezier.cpp', 'Marlin/planner_bezier.h']",https://github.com/MarlinFirmware/Marlin/pull/3744
3808,#3808_SINGLENOZZLE,0,True,closed,"['C: Boards/Pins', 'PR: New Feature', 'PR: Configurations']",2016-05-20 23:03:08+00:00,2016-05-23 22:52:19+00:00,89e630b2fba82b2a54b551d9d643f87d1ec8a727,"['Marlin/Conditionals.h', 'Marlin/Configuration.h', 'Marlin/SanityCheck.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/temperature.cpp']",https://github.com/MarlinFirmware/Marlin/pull/3808
3895,#3895_SINGLENOZZLE__EXTRUDERS_versus_HOTENDS,0,True,closed,"['Bug: Confirmed !', 'PR: Improvement', 'PR: New Feature', 'PR: Bug Fix']",2016-05-27 00:48:51+00:00,2016-06-04 22:23:17+00:00,43947072d5f61a62710d4f308ee1ca4216f510fb,"['Marlin/Conditionals.h', 'Marlin/Configuration.h', 'Marlin/Configuration_adv.h', 'Marlin/Marlin_main.cpp', 'Marlin/SanityCheck.h', 'Marlin/boards.h', 'Marlin/configuration_store.cpp', 'Marlin/dogm_bitmaps.h', 'Marlin/dogm_lcd_implementation.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/Configuration_adv.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration_adv.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration_adv.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/K8200/Configuration_adv.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration_adv.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration_adv.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration_adv.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration_adv.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration_adv.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration_adv.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/makibox/Configuration_adv.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration_adv.h', 'Marlin/pins.h', 'Marlin/pins_MEGACONTROLLER.h', 'Marlin/pins_RAMPS_14.h', 'Marlin/pins_RUMBA.h', 'Marlin/temperature.cpp', 'Marlin/temperature.h', 'Marlin/ultralcd.cpp', 'Marlin/ultralcd_implementation_hitachi_HD44780.h']",https://github.com/MarlinFirmware/Marlin/pull/3895
3936,#3936_Support_for_SAV_3DGLCD_OLED_LCD_controller,0,True,closed,"['C: Boards/Pins', 'PR: New Feature']",2016-05-31 18:48:37+00:00,2016-06-01 01:46:25+00:00,1a01a44a9455c8227470840d700447982d056a94,"['Marlin/Conditionals.h', 'Marlin/Configuration.h', 'Marlin/Marlin_main.cpp', 'Marlin/configuration_store.cpp', 'Marlin/dogm_lcd_implementation.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/3936
3985,"#3985_Support_inches,_fahrenheit,_and_kelvin",0,True,closed,['PR: New Feature'],2016-06-09 00:07:22+00:00,2016-06-09 03:10:33+00:00,26f8f54c56a88c80d3ad23f43c0b5537f3ad83a1,"['.travis.yml', 'Marlin/Configuration.h', 'Marlin/M100_Free_Mem_Chk.cpp', 'Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/planner.cpp']",https://github.com/MarlinFirmware/Marlin/pull/3985
3995,#3995_New_feature__Non_blocking_tone_queue,10,True,closed,['PR: New Feature'],2016-06-10 03:39:02+00:00,2016-06-10 03:55:29+00:00,74060f17b75647fa80a3711ef98636f3c1fc9068,"['.travis.yml', 'Marlin/Conditionals.h', 'Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/buzzer.cpp', 'Marlin/buzzer.h', 'Marlin/circularqueue.h', 'Marlin/pins_BQ_ZUM_MEGA_3D.h', 'Marlin/pins_MEGATRONICS.h', 'Marlin/pins_MINIRAMBO.h', 'Marlin/pins_PRINTRBOARD.h', 'Marlin/pins_RAMBO.h', 'Marlin/pins_RAMPS_14.h', 'Marlin/pins_SANGUINOLOLU_11.h', 'Marlin/speaker.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/3995
4013,#4013_Use__Tn_S1__to_change_tools_without_moving,6,True,closed,"['PR: Improvement', 'PR: New Feature']",2016-06-11 22:38:41+00:00,2016-06-15 03:13:01+00:00,52ac2a62eecaaa4e174451c4126ddb83357fae16,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/4013
4054,#4054_Implements_clean_nozzle_feature_(Lulzbot_s_REWIPE),30,True,closed,"['PR: New Feature', 'S: Please Merge']",2016-06-16 04:47:25+00:00,2016-07-14 21:38:38+00:00,8bf6861af83d570eb8f39eea287fc91119fb7c2d,"['.travis.yml', 'Marlin/Configuration.h', 'Marlin/Marlin_main.cpp', 'Marlin/SanityCheck.h', 'Marlin/example_configurations/Cartesio/Configuration.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/K8400/Configuration.h', 'Marlin/example_configurations/K8400/Dual-head/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/nozzle.h', 'Marlin/point_t.h']",https://github.com/MarlinFirmware/Marlin/pull/4054
4163,#4163_Mixing_and_Switching_Extruders,13,True,closed,"['Needs: Testing', 'PR: New Feature', 'S: Experimental']",2016-06-28 22:39:21+00:00,2016-07-17 18:05:03+00:00,f8973a7cecc4399caedcfdda9b500504efb95459,"['.travis.yml', 'Marlin/Conditionals.h', 'Marlin/Configuration.h', 'Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/SanityCheck.h', 'Marlin/configuration_store.cpp', 'Marlin/example_configurations/Cartesio/Configuration.h', 'Marlin/example_configurations/Felix/Configuration.h', 'Marlin/example_configurations/Felix/DUAL/Configuration.h', 'Marlin/example_configurations/Hephestos/Configuration.h', 'Marlin/example_configurations/Hephestos_2/Configuration.h', 'Marlin/example_configurations/K8200/Configuration.h', 'Marlin/example_configurations/RepRapWorld/Megatronics/Configuration.h', 'Marlin/example_configurations/RigidBot/Configuration.h', 'Marlin/example_configurations/SCARA/Configuration.h', 'Marlin/example_configurations/TAZ4/Configuration.h', 'Marlin/example_configurations/WITBOX/Configuration.h', 'Marlin/example_configurations/adafruit/ST7565/Configuration.h', 'Marlin/example_configurations/delta/biv2.5/Configuration.h', 'Marlin/example_configurations/delta/generic/Configuration.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration.h', 'Marlin/example_configurations/makibox/Configuration.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration.h', 'Marlin/language_en.h', 'Marlin/pins.h', 'Marlin/pins_MEGACONTROLLER.h', 'Marlin/pins_RUMBA.h', 'Marlin/planner.cpp', 'Marlin/planner.h', 'Marlin/stepper.cpp', 'Marlin/stepper.h', 'Marlin/stepper_indirection.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/4163
4188,#4188_Printer_information_menu,2,True,closed,['PR: New Feature'],2016-07-02 22:25:11+00:00,2016-07-02 22:30:00+00:00,4a8e191cec36e4e5fe0e9ffb8999d93bfd5f0079,"['.travis.yml', 'Marlin/Configuration_adv.h', 'Marlin/SanityCheck.h', 'Marlin/dogm_lcd_implementation.h', 'Marlin/example_configurations/Cartesio/Configuration_adv.h', 'Marlin/example_configurations/Felix/Configuration_adv.h', 'Marlin/example_configurations/Hephestos/Configuration_adv.h', 'Marlin/example_configurations/Hephestos_2/Configuration_adv.h', 'Marlin/example_configurations/K8200/Configuration_adv.h', 'Marlin/example_configurations/RigidBot/Configuration_adv.h', 'Marlin/example_configurations/SCARA/Configuration_adv.h', 'Marlin/example_configurations/TAZ4/Configuration_adv.h', 'Marlin/example_configurations/WITBOX/Configuration_adv.h', 'Marlin/example_configurations/delta/biv2.5/Configuration_adv.h', 'Marlin/example_configurations/delta/generic/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration_adv.h', 'Marlin/example_configurations/makibox/Configuration_adv.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration_adv.h', 'Marlin/language_en.h', 'Marlin/pins_3DRAG.h', 'Marlin/pins_5DPRINT.h', 'Marlin/pins_99.h', 'Marlin/pins_A4JP.h', 'Marlin/pins_AZTEEG_X1.h', 'Marlin/pins_AZTEEG_X3.h', 'Marlin/pins_AZTEEG_X3_PRO.h', 'Marlin/pins_BAM_DICE_DUE.h', 'Marlin/pins_BQ_ZUM_MEGA_3D.h', 'Marlin/pins_BRAINWAVE.h', 'Marlin/pins_BRAINWAVE_PRO.h', 'Marlin/pins_CHEAPTRONIC.h', 'Marlin/pins_CNCONTROLS_12.h', 'Marlin/pins_ELEFU_3.h', 'Marlin/pins_FELIX2.h', 'Marlin/pins_GEN3_MONOLITHIC.h', 'Marlin/pins_GEN3_PLUS.h', 'Marlin/pins_GEN6.h', 'Marlin/pins_GEN6_DELUXE.h', 'Marlin/pins_GEN7_12.h', 'Marlin/pins_GEN7_13.h', 'Marlin/pins_GEN7_14.h', 'Marlin/pins_GEN7_CUSTOM.h', 'Marlin/pins_K8200.h', 'Marlin/pins_LEAPFROG.h', 'Marlin/pins_MEGACONTROLLER.h', 'Marlin/pins_MEGATRONICS.h', 'Marlin/pins_MEGATRONICS_2.h', 'Marlin/pins_MEGATRONICS_3.h', 'Marlin/pins_MELZI.h', 'Marlin/pins_MELZI_MAKR3D.h', 'Marlin/pins_MINIRAMBO.h', 'Marlin/pins_MINITRONICS.h', 'Marlin/pins_MKS_13.h', 'Marlin/pins_MKS_BASE.h', 'Marlin/pins_OMCA.h', 'Marlin/pins_OMCA_A.h', 'Marlin/pins_PRINTRBOARD.h', 'Marlin/pins_PRINTRBOARD_REVF.h', 'Marlin/pins_RAMBO.h', 'Marlin/pins_RAMPS_13.h', 'Marlin/pins_RAMPS_13_EFB.h', 'Marlin/pins_RAMPS_14.h', 'Marlin/pins_RAMPS_14_EFB.h', 'Marlin/pins_RAMPS_OLD.h', 'Marlin/pins_RIGIDBOARD.h', 'Marlin/pins_RIGIDBOARD_V2.h', 'Marlin/pins_RUMBA.h', 'Marlin/pins_SAINSMART_2IN1.h', 'Marlin/pins_SANGUINOLOLU_11.h', 'Marlin/pins_SANGUINOLOLU_12.h', 'Marlin/pins_SAV_MKI.h', 'Marlin/pins_SETHI.h', 'Marlin/pins_STB_11.h', 'Marlin/pins_TEENSY2.h', 'Marlin/pins_TEENSYLU.h', 'Marlin/pins_ULTIMAIN_2.h', 'Marlin/pins_ULTIMAKER.h', 'Marlin/pins_ULTIMAKER_OLD.h', 'Marlin/printcounter.cpp', 'Marlin/printcounter.h', 'Marlin/thermistornames.h', 'Marlin/ultralcd.cpp', 'Marlin/ultralcd_implementation_hitachi_HD44780.h']",https://github.com/MarlinFirmware/Marlin/pull/4188
4222,"#4222_M302__Add__P__parameter,_status_output",1,True,closed,['PR: New Feature'],2016-07-06 15:36:48+00:00,2016-07-13 03:40:14+00:00,e5c7af5ddcc3bd4ed5ceb3c2a1a0f1f9923ea6f2,"['Marlin/Marlin_main.cpp', 'Marlin/temperature.cpp', 'Marlin/temperature.h']",https://github.com/MarlinFirmware/Marlin/pull/4222
4241,#4241_Add_TX-buffer_for_MarlinSerial,1,True,closed,"['PR: Improvement', 'PR: New Feature', 'C: Hosts & Protocols']",2016-07-08 15:23:53+00:00,2016-07-09 01:34:53+00:00,c23dd7eefc2671b9e7c779211fb3268da2cca206,"['Marlin/Configuration_adv.h', 'Marlin/MarlinSerial.cpp', 'Marlin/MarlinSerial.h', 'Marlin/example_configurations/Cartesio/Configuration_adv.h', 'Marlin/example_configurations/Felix/Configuration_adv.h', 'Marlin/example_configurations/Hephestos/Configuration_adv.h', 'Marlin/example_configurations/Hephestos_2/Configuration_adv.h', 'Marlin/example_configurations/K8200/Configuration_adv.h', 'Marlin/example_configurations/K8400/Configuration_adv.h', 'Marlin/example_configurations/RigidBot/Configuration_adv.h', 'Marlin/example_configurations/SCARA/Configuration_adv.h', 'Marlin/example_configurations/TAZ4/Configuration_adv.h', 'Marlin/example_configurations/WITBOX/Configuration_adv.h', 'Marlin/example_configurations/delta/biv2.5/Configuration_adv.h', 'Marlin/example_configurations/delta/generic/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_mini/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_pro/Configuration_adv.h', 'Marlin/example_configurations/delta/kossel_xl/Configuration_adv.h', 'Marlin/example_configurations/makibox/Configuration_adv.h', 'Marlin/example_configurations/tvrrug/Round2/Configuration_adv.h']",https://github.com/MarlinFirmware/Marlin/pull/4241
