Number,Name,Comments,Merged,State,Labels,Created,Closed,Commit,Files,Url
8315,#8315_[1_1]_Patch_abuse_of_sprintf_P_in_G33,0,True,closed,['PR: Bug Fix'],2017-11-07 23:37:54+00:00,2017-11-07 23:50:32+00:00,2fb35f79914518b59a62e1432e3dfbaf302dbba1,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8315
8317,#8317_[2_0]_Patch_G33_s_use_of_the_term_PROBE_MANUALLY,1,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-08 03:12:15+00:00,2017-11-08 06:59:45+00:00,004fc55eaf5c3dd8ac1278d17cd29e29453867ba,"['Marlin/src/gcode/calibrate/G33.cpp', 'Marlin/src/gcode/gcode.h', 'Marlin/src/inc/Conditionals_LCD.h', 'Marlin/src/inc/Conditionals_adv.h', 'Marlin/src/inc/Conditionals_post.h', 'Marlin/src/inc/SanityCheck.h', 'Marlin/src/lcd/ultralcd.cpp', 'Marlin/src/lcd/ultralcd.h']",https://github.com/MarlinFirmware/Marlin/pull/8317
8318,#8318_[1_1]_Patch_G33_s_use_of_the_term_PROBE_MANUALLY,2,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-08 03:13:03+00:00,2017-11-08 04:40:15+00:00,50a1352f7f1b2c4dea9ec50e606696af28e40f27,"['Marlin/Conditionals_LCD.h', 'Marlin/Conditionals_post.h', 'Marlin/Marlin_main.cpp', 'Marlin/SanityCheck.h', 'Marlin/ultralcd.cpp', 'Marlin/ultralcd.h']",https://github.com/MarlinFirmware/Marlin/pull/8318
8328,#8328_[2_0]_if_!HAS_MESH_we_still_need_to_do_some_motion!,0,True,closed,['PR: Bug Fix'],2017-11-08 15:10:09+00:00,2017-11-08 15:42:21+00:00,1c6e83c137c91c8510d77a9a01d761c1a5f525f0,['Marlin/src/module/motion.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8328
8330,#8330_[1_1]_We_need_motion_even_with_!HAS_MESH,0,True,closed,['PR: Bug Fix'],2017-11-08 15:51:14+00:00,2017-11-08 15:58:19+00:00,6ee4ba6932d40bcf3ce7af12f6e96f6c3ce7bcaa,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8330
8335,#8335_[1_1]_Fix_gcode_get_destination_E_axis,0,True,closed,['PR: Bug Fix'],2017-11-08 18:51:58+00:00,2017-11-08 18:55:06+00:00,279b73fecd13a7d67b9e035b3d42ecf5f273c70c,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8335
8336,#8336_[2_0]_Fix_get_destination_from_command_for_E,0,True,closed,['PR: Bug Fix'],2017-11-08 18:54:36+00:00,2017-11-08 19:06:41+00:00,1e555dfcc272c0bb58a0eb05ce445a3ec43c1b85,['Marlin/src/gcode/gcode.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8336
8342,#8342_[1_1]_Fix_PROBE_MANUALLY_on_kinematic_bots,0,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-09 03:31:42+00:00,2017-11-09 05:51:51+00:00,d60619f8e5d5f01df1679254934c5275bab615ba,"['Marlin/Marlin_main.cpp', 'Marlin/SanityCheck.h', 'Marlin/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8342
8343,#8343_[2_0]_Fix_PROBE_MANUALLY_on_kinematic_bots,0,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-09 04:17:16+00:00,2017-11-09 05:20:15+00:00,02e91ffa0276b97eb43cb59981ca057bf3707128,"['Marlin/src/feature/bedlevel/abl/abl.cpp', 'Marlin/src/feature/bedlevel/bedlevel.cpp', 'Marlin/src/feature/bedlevel/mbl/mesh_bed_leveling.cpp', 'Marlin/src/feature/pause.cpp', 'Marlin/src/gcode/bedlevel/mbl/G29.cpp', 'Marlin/src/inc/SanityCheck.h', 'Marlin/src/module/motion.cpp', 'Marlin/src/module/motion.h', 'Marlin/src/module/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8343
8356,#8356_[2_0_x]_Normalize_load_unload_length_in_M600,4,True,closed,['PR: Bug Fix'],2017-11-10 04:53:52+00:00,2017-11-11 01:44:09+00:00,36426af564cb2c11825b83cdd6c1976b874b6ab7,"['Marlin/src/feature/fwretract.cpp', 'Marlin/src/feature/pause.cpp', 'Marlin/src/gcode/config/M221.cpp', 'Marlin/src/lcd/ultralcd.cpp', 'Marlin/src/module/configuration_store.cpp', 'Marlin/src/module/motion.cpp', 'Marlin/src/module/planner.cpp', 'Marlin/src/module/planner.h', 'Marlin/src/module/temperature.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8356
8357,#8357_[1_1_x]_Normalize_load_unload_length_in_M600,11,True,closed,['PR: Bug Fix'],2017-11-10 05:11:46+00:00,2017-11-11 03:01:31+00:00,972248c3334ae5432afdcd180fea80653d41beb1,"['Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/configuration_store.cpp', 'Marlin/gcode.cpp', 'Marlin/gcode.h', 'Marlin/planner.cpp', 'Marlin/planner.h', 'Marlin/temperature.cpp', 'Marlin/ubl_G29.cpp', 'Marlin/ultralcd.cpp', 'Marlin/ultralcd_impl_DOGM.h', 'Marlin/ultralcd_impl_HD44780.h']",https://github.com/MarlinFirmware/Marlin/pull/8357
8381,"#8381_[1_1]_Remove_offsets_from_soft_endstops,_tool_change",0,True,closed,['PR: Bug Fix'],2017-11-12 03:19:54+00:00,2017-11-12 05:13:41+00:00,5cc87abb3a43372747c33324a173288b8163408e,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8381
8382,"#8382_[2_0]_Remove_offsets_from_soft_endstops,_tool_change",0,True,closed,['PR: Bug Fix'],2017-11-12 03:26:42+00:00,2017-11-12 05:13:46+00:00,e1e68e4c95264ae1c856637784731f5a18f36887,"['Marlin/src/module/motion.cpp', 'Marlin/src/module/tool_change.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8382
8385,#8385_[2_0_x]_Fix_some_8-bit_Teensyduino_compile_warnings,5,True,closed,"['C: Boards/Pins', 'PR: Bug Fix']",2017-11-12 09:05:51+00:00,2017-11-13 07:08:00+00:00,c009a990e45db61ac3facbd720312be3dd3d3c24,"['Marlin/src/inc/Conditionals_post.h', 'Marlin/src/pins/pins_PRINTRBOARD.h', 'Marlin/src/pins/pins_PRINTRBOARD_REVF.h']",https://github.com/MarlinFirmware/Marlin/pull/8385
8397,#8397_[1_1_x]_Fix_M428,4,True,closed,['PR: Bug Fix'],2017-11-13 04:20:52+00:00,2017-11-13 21:11:36+00:00,8b684637bce4d5ab1c6aa69193e9c797bf15768a,"['Marlin/Marlin.h', 'Marlin/Marlin_main.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8397
8398,#8398_[1_1]_Fix_Printrboard_pins_for_parity_with_2_0,0,True,closed,"['C: Boards/Pins', 'PR: Bug Fix']",2017-11-13 06:03:37+00:00,2017-11-13 07:07:18+00:00,a2fc7da587f42bc75894f1ff63eadd87f304e6e0,"['Marlin/pins_PRINTRBOARD.h', 'Marlin/pins_PRINTRBOARD_REVF.h']",https://github.com/MarlinFirmware/Marlin/pull/8398
8419,#8419_[1_1_x]_Fix_Software_Fan_PWM,1,True,closed,['PR: Bug Fix'],2017-11-14 08:44:55+00:00,2017-11-15 08:30:00+00:00,f2e222b9e852b39f2e7a3dceff08f767e53c9f5f,['Marlin/temperature.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8419
8420,#8420_[2_0_x]_Fix_Software_Fan_PWM,0,True,closed,['PR: Bug Fix'],2017-11-14 08:51:52+00:00,2017-11-15 08:30:20+00:00,24057270a311fc4505942fbed9ab3c7895c5960e,['Marlin/src/module/temperature.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8420
8431,#8431_[1_1]_Fix_parser_value_handling,0,True,closed,['PR: Bug Fix'],2017-11-15 04:56:18+00:00,2017-11-15 06:50:02+00:00,d8b1343279dcb9f12fa35f93f22fe05c81fbe994,['Marlin/gcode.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8431
8432,#8432_[1_1]_Fix__M32_P__subroutines,0,True,closed,"['PR: Bug Fix', 'PR: Coding Standards', 'PR: General Cleanup']",2017-11-15 05:03:12+00:00,2017-11-15 08:31:22+00:00,d2613ce07721b011c442c126f255185622c0561f,"['Marlin/Marlin_main.cpp', 'Marlin/Sd2Card.cpp', 'Marlin/Sd2Card.h', 'Marlin/SdBaseFile.cpp', 'Marlin/SdBaseFile.h', 'Marlin/SdFatConfig.h', 'Marlin/SdFatStructs.h', 'Marlin/SdFatUtil.cpp', 'Marlin/SdFatUtil.h', 'Marlin/SdFile.cpp', 'Marlin/SdFile.h', 'Marlin/SdInfo.h', 'Marlin/SdVolume.cpp', 'Marlin/SdVolume.h', 'Marlin/cardreader.cpp', 'Marlin/cardreader.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8432
8433,#8433_[2_0]_Fix_parser_value_handling,0,True,closed,['PR: Bug Fix'],2017-11-15 05:21:35+00:00,2017-11-15 06:49:48+00:00,1c7b9f6d5dea878c61dcba73b0d5c41a4c2cf0ba,['Marlin/src/gcode/parser.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8433
8434,#8434_[2_0]_Fix__M32_P__subroutines,0,True,closed,"['PR: Bug Fix', 'PR: Coding Standards', 'PR: General Cleanup']",2017-11-15 06:46:37+00:00,2017-11-15 07:15:03+00:00,9c3761047eef238fcb74f33c453f469ceed2b3ef,"['Marlin/src/gcode/queue.cpp', 'Marlin/src/gcode/sdcard/M20-M30_M32-M34_M928.cpp', 'Marlin/src/sd/Sd2Card.cpp', 'Marlin/src/sd/Sd2Card.h', 'Marlin/src/sd/SdBaseFile.cpp', 'Marlin/src/sd/SdBaseFile.h', 'Marlin/src/sd/SdFatConfig.h', 'Marlin/src/sd/SdFatStructs.h', 'Marlin/src/sd/SdFatUtil.cpp', 'Marlin/src/sd/SdFatUtil.h', 'Marlin/src/sd/SdFile.cpp', 'Marlin/src/sd/SdFile.h', 'Marlin/src/sd/SdInfo.h', 'Marlin/src/sd/SdVolume.cpp', 'Marlin/src/sd/SdVolume.h', 'Marlin/src/sd/cardreader.cpp', 'Marlin/src/sd/cardreader.h']",https://github.com/MarlinFirmware/Marlin/pull/8434
8446,#8446_2_0_x_FAST_PWM_FAN_updates_&_make_LPC1768_PWM_use_fewer_CPU_cycles,39,True,closed,"['PR: Bug Fix', 'T: HAL & APIs']",2017-11-16 02:27:45+00:00,2017-11-18 13:07:31+00:00,3af7fc07e73c69ee63e0e18ac92b90d1423d1254,"['Marlin/src/HAL/HAL_LPC1768/LPC1768_PWM.cpp', 'Marlin/src/HAL/HAL_LPC1768/LPC1768_PWM.h', 'Marlin/src/HAL/HAL_LPC1768/fastio.h', 'Marlin/src/Marlin.cpp', 'Marlin/src/gcode/control/M42.cpp', 'Marlin/src/module/temperature.cpp', 'Marlin/src/module/temperature.h']",https://github.com/MarlinFirmware/Marlin/pull/8446
8447,#8447_[1_1_x]_Move_BABYSTEP_ZPROBE_GFX_OVERLAY_out_of_HAS_TEMP_BED_section,14,True,closed,"['PR: Bug Fix', 'C: LCD & Controllers']",2017-11-16 04:39:28+00:00,2017-11-16 06:51:13+00:00,54081a899d42fd1cba51f362a35533fb694a2981,['Marlin/dogm_bitmaps.h'],https://github.com/MarlinFirmware/Marlin/pull/8447
8452,#8452_[1_1_x]_Fix_PlatformIO_dependencies,8,True,closed,"['PR: Bug Fix', 'C: Build / Toolchain']",2017-11-16 15:02:03+00:00,2017-11-17 04:54:16+00:00,aa612124f2649d05a9e792071c18b295aa5c3431,"['.gitignore', 'Marlin/MarlinSPI.h', 'Marlin/Marlin_main.cpp', 'Marlin/temperature.cpp', 'platformio.ini']",https://github.com/MarlinFirmware/Marlin/pull/8452
8455,#8455_[2_0]_Fix_Filament_Width_Sensor_LCD_display,0,True,closed,"['PR: Bug Fix', 'C: LCD & Controllers']",2017-11-16 23:08:50+00:00,2017-11-16 23:58:43+00:00,a7ff4f5799017b6da51ae095cd2c1b8365d060a8,"['Marlin/src/lcd/ultralcd_impl_DOGM.h', 'Marlin/src/lcd/ultralcd_impl_HD44780.h', 'Marlin/src/module/planner.h', 'Marlin/src/module/temperature.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8455
8456,#8456_[2_0]_No_retroactive_adjustment_with_M851_Z,0,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-16 23:11:39+00:00,2017-11-18 10:49:54+00:00,485abb023b0707d42be9e7ce769899f9a19bacd0,"['Marlin/src/gcode/motion/M290.cpp', 'Marlin/src/gcode/probe/M851.cpp', 'Marlin/src/lcd/ultralcd.cpp', 'Marlin/src/module/configuration_store.cpp', 'Marlin/src/module/probe.cpp', 'Marlin/src/module/probe.h']",https://github.com/MarlinFirmware/Marlin/pull/8456
8458,#8458_[1_1]_No_retroactive_adjustment_with_M851_Z,0,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-16 23:37:28+00:00,2017-11-18 10:49:39+00:00,dcc9b0d437eec8e8b61d767152eca8ce9c8d9da3,"['Marlin/Marlin.h', 'Marlin/Marlin_main.cpp', 'Marlin/configuration_store.cpp', 'Marlin/planner.h', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8458
8459,"#8459_[1_1]_Fix_FILAMENT_LCD_DISPLAY,_disabled_state,_optimize",4,True,closed,"['PR: Bug Fix', 'C: LCD & Controllers']",2017-11-16 23:46:54+00:00,2017-11-16 23:58:52+00:00,3dee10636cf10e707dd438fa8d1ff454b741271c,"['Marlin/ultralcd_impl_DOGM.h', 'Marlin/ultralcd_impl_HD44780.h']",https://github.com/MarlinFirmware/Marlin/pull/8459
8460,#8460_2_0_x_E0_auto_fan_fixes_for_LP1768,2,True,closed,"['Bug: Confirmed !', 'PR: Bug Fix', 'T: HAL & APIs']",2017-11-17 00:15:48+00:00,2017-11-17 00:44:56+00:00,1502b6ad8a38fe1327385ec12027d718474321dc,['Marlin/src/module/temperature.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8460
8486,#8486_[2_0_x]_M43_end_pin_correction_compatibility,0,False,closed,"['Bug: Confirmed !', 'PR: Bug Fix']",2017-11-18 19:43:21+00:00,Not Merged,Doesn't Exist,[],https://github.com/MarlinFirmware/Marlin/pull/8486
8487,#8487_[1_1_x]_M43_end_pin_correction_compatibility,0,True,closed,"['Bug: Confirmed !', 'PR: Bug Fix']",2017-11-18 19:51:01+00:00,2017-11-19 17:01:11+00:00,12b018e61983a65e8ca81cb902d4970d1f8ecc9a,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8487
8495,#8495_[2_0_x]_tool_change_bad_behaviours,25,True,closed,['PR: Bug Fix'],2017-11-19 11:30:24+00:00,2017-11-21 02:36:46+00:00,63e135732c822cb49aec3306ffe2d47e29f16985,['Marlin/src/module/tool_change.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8495
8496,#8496_[1_1_x]__tool_change_bad_behaviours,1,True,closed,['PR: Bug Fix'],2017-11-19 13:03:22+00:00,2017-11-21 02:36:43+00:00,6ebf8ea230867435bdb3ee4151ee660ae19b3fd5,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8496
8499,"#8499_[2_0_x]_Dependency_adjustments_(e_g_,_sq_macro)",0,True,closed,"['PR: Bug Fix', 'T: HAL & APIs', 'C: Build / Toolchain']",2017-11-19 20:04:12+00:00,2017-11-19 22:08:10+00:00,5a52cf6a710417299863176f078952179109e2f2,"['Marlin/src/HAL/HAL.h', 'Marlin/src/HAL/HAL_AVR/HAL_AVR.h', 'Marlin/src/HAL/HAL_DUE/HAL_Due.h', 'Marlin/src/HAL/HAL_LPC1768/HAL.h', 'Marlin/src/HAL/HAL_LPC1768/HAL_LCD_I2C_routines.c', 'Marlin/src/HAL/HAL_LPC1768/LPC1768_PWM.h', 'Marlin/src/HAL/HAL_LPC1768/WInterrupts.cpp', 'Marlin/src/HAL/HAL_LPC1768/arduino.cpp', 'Marlin/src/HAL/HAL_LPC1768/pinmapping.h', 'Marlin/src/HAL/HAL_STM32F1/HAL_Stm32f1.h', 'Marlin/src/HAL/HAL_TEENSY35_36/HAL_Teensy.h', 'Marlin/src/HAL/SPI.h', 'Marlin/src/Marlin.cpp', 'Marlin/src/Marlin.h', 'Marlin/src/core/enum.h', 'Marlin/src/core/macros.h', 'Marlin/src/core/serial.h', 'Marlin/src/feature/leds/blinkm.h', 'Marlin/src/feature/leds/pca9632.h', 'Marlin/src/gcode/config/M43.cpp', 'Marlin/src/gcode/control/M280.cpp', 'Marlin/src/inc/MarlinConfig.h', 'Marlin/src/inc/Version.h', 'Marlin/src/lcd/dogm/u8g_dev_ssd1306_sh1106_128x64_I2C.cpp', 'Marlin/src/lcd/dogm/u8g_dev_st7565_64128n_HAL.cpp', 'Marlin/src/lcd/dogm/u8g_dev_st7920_128x64_HAL.cpp', 'Marlin/src/lcd/dogm/ultralcd_st7920_u8glib_rrd_AVR.cpp', 'Marlin/src/lcd/ultralcd.h', 'Marlin/src/module/motion.h', 'Marlin/src/module/probe.cpp', 'Marlin/src/module/probe.h', 'Marlin/src/module/servo.cpp', 'Marlin/src/module/servo.h', 'Marlin/src/module/stepper.cpp', 'Marlin/src/module/tool_change.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8499
8502,#8502_[2_0_x]_Fix_Temperature__setPwmFrequency()_prototype_to_match_source,0,True,closed,"['PR: Bug Fix', 'T: HAL & APIs']",2017-11-20 09:53:43+00:00,2017-11-20 16:36:25+00:00,5060195e8ab3e484e4826600a9d22eeabc14e78a,['Marlin/src/module/temperature.h'],https://github.com/MarlinFirmware/Marlin/pull/8502
8512,#8512_[2_0_x]_General_code_clean_comment,5,True,closed,"['PR: Bug Fix', 'C: LCD & Controllers', 'T: HAL & APIs']",2017-11-21 03:46:13+00:00,2017-11-21 23:46:20+00:00,8d0a45f5d4197382ebb02f36ed2fbf995068972a,"['Marlin/src/gcode/control/M42.cpp', 'Marlin/src/lcd/ultralcd.cpp', 'Marlin/src/lcd/ultralcd_impl_HD44780.h', 'Marlin/src/module/endstops.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8512
8518,#8518_[2_0_x]_LP1768_-_fix_PWMs,0,True,closed,"['Bug: Confirmed !', 'PR: Bug Fix', 'T: HAL & APIs']",2017-11-22 03:44:12+00:00,2017-11-22 03:54:26+00:00,0c95262b9e2b375ea6bc25abdecfc9c73d728500,['Marlin/src/HAL/HAL_LPC1768/LPC1768_PWM.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8518
8523,#8523_[2_0_x]_Tool_change_bad_behaviour_fix,0,True,closed,['PR: Bug Fix'],2017-11-22 22:44:59+00:00,2017-11-23 03:29:34+00:00,8602461da8813a0f0a6e8bf360d2de58a8f0119e,['Marlin/src/module/tool_change.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8523
8543,#8543_Fix_the_G26_out_of_scope_identifiers_in_the_v2_0_0_branch,0,True,closed,['PR: Bug Fix'],2017-11-24 16:24:20+00:00,2017-11-24 16:39:57+00:00,ec04cf27d305be583780ae8ac2f21e499f88ec9f,"['Marlin/src/feature/bedlevel/bedlevel.cpp', 'Marlin/src/gcode/bedlevel/G26.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8543
8544,#8544_avoid_some_MK2_MULTIPLEXER_pitfalls,5,False,closed,"['Bug: Confirmed !', ""S: Don't Merge"", 'Needs: Patch']",2017-11-24 18:21:25+00:00,Not Merged,Doesn't Exist,[],https://github.com/MarlinFirmware/Marlin/pull/8544
8550,#8550_Fix_#8540,0,True,closed,"['Needs: Testing', 'PR: Bug Fix']",2017-11-24 22:44:55+00:00,2017-11-24 23:15:05+00:00,d38aaa0c7eb2ce7bbc0cc722660767107eb908cc,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8550
8551,#8551_MK2_MULTIPLEXER_does_not_require_E2_E3_stepper_pins,0,True,closed,['PR: Bug Fix'],2017-11-24 23:03:36+00:00,2017-11-24 23:16:23+00:00,d95ee0f0032e22e6c4e0d8cff146fd64f1192d97,['Marlin/src/inc/SanityCheck.h'],https://github.com/MarlinFirmware/Marlin/pull/8551
8552,#8552_MK2_MULTIPLEXER_does_not_require_E2_E3_stepper_pins,0,True,closed,['PR: Bug Fix'],2017-11-24 23:05:22+00:00,2017-11-24 23:14:26+00:00,8696f98c3bed508469936203a8c3495bf253261c,['Marlin/SanityCheck.h'],https://github.com/MarlinFirmware/Marlin/pull/8552
8565,#8565_Change_G26_and_G29_bit_function_names_to_avoid_HAL_name_collision,6,True,closed,"['PR: Bug Fix', 'T: HAL & APIs']",2017-11-26 01:38:02+00:00,2017-11-26 02:02:53+00:00,2f837ce9b790c50f8f257c9e6a4a0ce5a1fa52b3,"['Marlin/src/core/utility.h', 'Marlin/src/feature/bedlevel/ubl/ubl_G29.cpp', 'Marlin/src/gcode/bedlevel/G26.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8565
8574,#8574_[1_1_x]_Make_MBL_work_more_like_PROBE_MANUALLY,0,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-27 06:11:21+00:00,2017-11-27 18:54:55+00:00,44c7f86f4994066f125afb1d1011584dd578e934,"['Marlin/Marlin_main.cpp', 'Marlin/ultralcd.cpp']",https://github.com/MarlinFirmware/Marlin/pull/8574
8575,#8575_[2_0_x]_Make_MBL_work_more_like_PROBE_MANUALLY,4,True,closed,"['PR: Bug Fix', 'F: Calibration']",2017-11-27 08:13:53+00:00,2017-11-27 18:55:05+00:00,47099af3ec6e5edb53ea27a241ba7ea0f192c6ec,"['Marlin/src/feature/bedlevel/bedlevel.cpp', 'Marlin/src/gcode/bedlevel/mbl/G29.cpp', 'Marlin/src/lcd/ultralcd.cpp', 'Marlin/src/lcd/ultralcd.h']",https://github.com/MarlinFirmware/Marlin/pull/8575
8586,#8586_[1_1_x]_Fix_WDTO_during_long_delta_moves,0,True,closed,['PR: Bug Fix'],2017-11-28 16:27:16+00:00,2017-11-28 23:27:09+00:00,6eedb647774a05f7eed2df008dae103e7e45207d,['Marlin/Marlin_main.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8586
8587,#8587_[2_0_x]_Fix_WDTO_during_long_delta_moves,16,True,closed,['PR: Bug Fix'],2017-11-28 16:29:38+00:00,2017-11-28 23:29:19+00:00,a8aa43ce2d963674b61f3f0d9acc2b0c8426005a,['Marlin/src/module/motion.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8587
8607,#8607_[2_0_x]_Fix_M49_so_that_it_does_not_hang_the_terminal_console,0,True,closed,"['PR: Bug Fix', 'C: Hosts & Protocols']",2017-11-30 20:19:39+00:00,2017-12-03 09:41:34+00:00,6e944a413c07aa8f5b8c2e7e1dab2dbdfec8ad3f,['Marlin/src/gcode/bedlevel/ubl/M49.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8607
8608,#8608_[1_1_x]_Split_first_planner_move_for_better_chaining,0,True,closed,"['PR: Bug Fix', 'T: Design Concept', 'Needs: Discussion']",2017-11-30 20:23:00+00:00,2017-12-03 07:50:59+00:00,0eef0ff0de56311d1c0d0bbd7acf611df082d047,"['Marlin/planner.cpp', 'Marlin/planner.h', 'Marlin/stepper.cpp', 'Marlin/stepper.h']",https://github.com/MarlinFirmware/Marlin/pull/8608
8611,#8611_[2_0_x]_Split_first_planner_move_for_better_chaining,19,True,closed,"['PR: Improvement', 'PR: Bug Fix', 'T: Design Concept']",2017-11-30 22:44:15+00:00,2017-12-03 07:50:47+00:00,824980e70eaec5598716b9bbfde1e98a5c1e2420,"['Marlin/src/module/planner.cpp', 'Marlin/src/module/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8611
8612,#8612_[2_0_x]_Fix_some_planner_bugs,0,True,closed,"['PR: Bug Fix', 'PR: General Cleanup']",2017-11-30 23:12:19+00:00,2017-11-30 23:58:54+00:00,e3948d858280901fecdc768f0113aee3b84b52ab,"['Marlin/src/module/planner.cpp', 'Marlin/src/module/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8612
8613,#8613_[1_1_x]_Fix_some_planner_bugs,14,True,closed,"['PR: Bug Fix', 'PR: General Cleanup']",2017-11-30 23:21:30+00:00,2017-11-30 23:37:11+00:00,ab43113f739523a86c7230179218b83b54ac9e72,"['Marlin/Marlin_main.cpp', 'Marlin/planner.cpp', 'Marlin/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8613
8616,"#8616_[2_0_x][LPC1768][FIX]_NUM_DIGITAL_PINS_was_negative,_fixes_PWM,_arduino_io_functions,_M42,_M43,_M226",26,True,closed,"['PR: Bug Fix', 'T: HAL & APIs']",2017-12-01 06:53:27+00:00,2017-12-03 20:48:01+00:00,fb44f8e50f0109df48b5cebc5212e52573dd0cb8,['Marlin/src/HAL/HAL_LPC1768/pinmapping.h'],https://github.com/MarlinFirmware/Marlin/pull/8616
8625,#8625_[2_0_x]_Fix_missing_return_values_in_G33_auto_tune,0,True,closed,['PR: Bug Fix'],2017-12-02 03:31:05+00:00,2017-12-02 06:51:19+00:00,046a1ad331df72c6e1782b04a0925026c677ba84,['Marlin/src/gcode/calibrate/G33.cpp'],https://github.com/MarlinFirmware/Marlin/pull/8625
8653,#8653_[1_1_x]_SERIAL_XON_XOFF_not_supported_on_USB-native_AVR_devices,2,True,closed,['PR: Bug Fix'],2017-12-04 12:22:49+00:00,2017-12-04 22:48:20+00:00,860d98a897912505594bfa54c5f39380440840ee,"['Marlin/MarlinSerial.h', 'Marlin/SanityCheck.h']",https://github.com/MarlinFirmware/Marlin/pull/8653
8658,#8658_[1_1_x]_Split_first_move_to_planner_for_better_chaining,0,True,closed,"['PR: Improvement', 'PR: Bug Fix']",2017-12-04 21:37:09+00:00,2017-12-04 22:17:14+00:00,3abd30769132c487a1ff6d9f0d8c38cb7ded9c82,"['Marlin/planner.cpp', 'Marlin/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8658
8659,#8659_[2_0_x]_Split_first_move_to_planner_for_better_chaining,0,True,closed,"['PR: Improvement', 'PR: Bug Fix']",2017-12-04 21:37:54+00:00,2017-12-04 22:17:27+00:00,02dd621ac7f629c946c4bb44a3050c40a1daa6bd,"['Marlin/src/module/planner.cpp', 'Marlin/src/module/planner.h']",https://github.com/MarlinFirmware/Marlin/pull/8659
