Number,Name,Comments,State,Labels,Created,Closed,Url
6959,#6959_IT_translation_errata_corrige,2,closed,['C: Language'],2017-06-05 11:56:04+00:00,2018-02-09 08:10:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/6959
6960,#6960_Marlin_bugfix-1_1_x_hangs_with_LIN_ADVANCE_enabled_and_large-ish_K_values,6,closed,['Bug: Potential ?'],2017-06-05 14:25:31+00:00,2017-10-06 14:56:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/6960
6961,#6961_Usage_Question__How_to_use_LCD_only_for_manual_UBL_mesh_creation_,75,closed,"['C: Documentation', 'T: Question', 'F: U.B.L.']",2017-06-05 14:46:29+00:00,2017-11-03 21:35:04+00:00,https://github.com/MarlinFirmware/Marlin/issues/6961
6975,#6975_1_1_3_bugfix_won_t_compile_with_Extruder_1,5,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-07 11:16:15+00:00,2017-06-07 16:18:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/6975
6987,#6987_Enabling_BABYSTEP_ZPROBE_OFFSET_and_MESH_BED_LEVELING_results_in_compile_error,10,closed,['PR: Configurations'],2017-06-08 08:32:23+00:00,2017-07-05 07:07:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/6987
6989,#6989_G26_starts_flooding_the_terminal,8,closed,['Bug: Confirmed !'],2017-06-08 11:48:18+00:00,2017-08-17 09:19:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/6989
6993,#6993_Painfully_slow_homing_,45,closed,"['Bug: Confirmed !', 'Needs: Patch']",2017-06-08 18:33:49+00:00,2017-06-26 15:38:26+00:00,https://github.com/MarlinFirmware/Marlin/issues/6993
6998,#6998_Jerks_and_missed_steps,3,closed,['S: Solved'],2017-06-08 22:22:02+00:00,2017-06-08 23:50:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/6998
7002,#7002_Error_G_command_still_return_ok_by_serial,4,closed,['T: Question'],2017-06-09 06:52:04+00:00,2017-06-09 17:00:45+00:00,https://github.com/MarlinFirmware/Marlin/issues/7002
7023,#7023_M420_State_not_stored_into_eeprom,28,closed,['Bug? Feature!'],2017-06-10 15:52:46+00:00,2019-05-16 02:15:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/7023
7026,#7026_Marlin_can_get__lost__if_stepper_motors_time_out_,24,closed,"['PR: Configurations', 'C: Configuration', 'F: Calibration']",2017-06-10 21:29:43+00:00,2018-02-06 08:12:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/7026
7032,#7032_Issue_with_steppers_DAC,12,closed,['Bug: Confirmed !'],2017-06-11 02:40:41+00:00,2018-02-07 10:02:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/7032
7036,#7036_Make_possible_to_exit_from_Filament_Change_Menu,17,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-11 18:57:40+00:00,2017-11-03 21:41:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/7036
7041,#7041_Compilation_ERROR____lcd__was_not_declared_in_this_scope,7,closed,"['Bug: Confirmed !', 'C: LCD & Controllers', 'S: Solved']",2017-06-12 08:06:01+00:00,2017-06-17 10:26:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/7041
7052,#7052_Require_homing_when_issuing_M600_,12,closed,['T: Suggestion'],2017-06-13 12:17:23+00:00,2017-06-16 18:36:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/7052
7053,#7053_Extruders_hit_while_printing_in_Dual_X_Carriage,2,closed,['C: Documentation'],2017-06-13 18:25:07+00:00,2018-02-07 11:33:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/7053
7057,#7057_Problem_with_ADVANCED_PAUSE_FEATURE_on_1_1_3,8,closed,['Bug: Confirmed !'],2017-06-14 10:24:48+00:00,2017-06-19 17:55:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/7057
7063,#7063_[FR]_Make_it_possible_to_skip_the_bootscreen_logo_s_with_encoder_button,3,closed,['T: Feature Request'],2017-06-15 08:47:29+00:00,2020-07-08 09:04:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/7063
7065,#7065_G33_Probe_retract_and_extend_,4,closed,['S: Solved'],2017-06-15 12:51:29+00:00,2017-07-02 03:53:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/7065
7066,#7066_Compiler_error_when_activate_the_LCD_BED_LEVELING,9,closed,['Bug: Confirmed !'],2017-06-15 14:27:51+00:00,2018-02-07 11:36:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/7066
7067,#7067_[FR]_Z_Proximity_Probe_Auto_Touch_in_UBL,4,open,['T: Feature Request'],2017-06-15 15:19:56+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7067
7069,#7069_[Support_Question]_32-Bit_Marlin_status,12,closed,"['T: Question', 'T: HAL & APIs']",2017-06-15 18:34:28+00:00,2017-06-16 22:43:35+00:00,https://github.com/MarlinFirmware/Marlin/issues/7069
7075,#7075_[FR]_Printhead-Dock_tool_changer_support,6,open,"['T: Feature Request', 'F: Toolchange']",2017-06-16 16:09:43+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7075
7076,#7076_The_Marlin_2_0_32-bit_thread,1715,closed,"['T: Development', 'C: Build / Toolchain']",2017-06-16 19:44:11+00:00,2019-06-21 06:43:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7076
7082,#7082_Biliear_correction_not_applied,4,closed,"['F: Calibration', 'S: Solved']",2017-06-17 10:40:19+00:00,2017-06-19 06:20:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/7082
7085,#7085_Bad_accented_letters_in_Italian,4,closed,"['Bug: Confirmed !', 'C: Language']",2017-06-17 21:56:53+00:00,2017-06-19 06:04:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/7085
7088,#7088_Bed_Level_has_phantom_points_that_are_way_off,2,closed,"['F: U.B.L.', 'Bug? Feature!']",2017-06-18 20:13:04+00:00,2017-06-19 06:40:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/7088
7105,#7105_Compile_Error_PlatformIO,15,closed,['C: Build / Toolchain'],2017-06-21 03:39:28+00:00,2019-07-21 00:14:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/7105
7111,#7111_G33_P7_V1_stops_early_on_bugfix-1_1_x,11,closed,['Bug: Potential ?'],2017-06-21 13:18:13+00:00,2017-06-30 12:05:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/7111
7112,#7112_G33___no_difference_between_verbosity_level_V1_and_V2_(bugfix-1_1_x),3,closed,"['Bug: Potential ?', 'Needs: More Data']",2017-06-21 13:25:19+00:00,2017-06-24 12:19:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/7112
7115,#7115_No_such_file_or_directory_#include__LCD_h_,11,closed,['C: Build / Toolchain'],2017-06-21 20:44:17+00:00,2018-02-07 22:32:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/7115
7116,#7116_Can_t_find_pin_configrations,2,closed,['T: Question'],2017-06-21 22:37:15+00:00,2018-02-07 11:39:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/7116
7130,#7130_[FR]_Dual_X_Carriage_Mirror_Duplication_Mode,4,closed,['T: Feature Request'],2017-06-23 23:20:10+00:00,2019-10-15 19:35:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/7130
7131,#7131_busy_protocol_fails_during_heating,51,closed,['C: Hosts & Protocols'],2017-06-24 10:25:25+00:00,2017-07-07 03:05:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/7131
7135,#7135_[FR]_Enable_Controller_fan_for_heaters_too,4,closed,['T: Feature Request'],2017-06-24 22:32:18+00:00,2020-08-24 07:29:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/7135
7138,#7138_Using_LCD_for_Melzi_with_Melzi_board,4,closed,['T: Feature Request'],2017-06-25 10:44:57+00:00,2017-07-02 03:10:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/7138
7149,#7149_unexpected_behavior_of_DEFAULT_AXIS_STEPS_PER_UNIT_when_porting_from_Marlin_1_0_1_to_1_1_x,7,closed,['C: Configuration'],2017-06-26 16:51:43+00:00,2019-02-20 10:55:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/7149
7151,#7151_Can_t_compile_with_#define_PINS_DEBUGGING_on_Atmega1284p,2,closed,['Bug: Confirmed !'],2017-06-26 18:41:35+00:00,2017-06-27 09:43:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/7151
7154,#7154_issue_with_feed_rate_over_5900,2,closed,['C: Configuration'],2017-06-27 01:19:38+00:00,2017-11-17 23:01:17+00:00,https://github.com/MarlinFirmware/Marlin/issues/7154
7158,#7158_Connecting_2_Controllers_with_I2C_Protocol,3,closed,['T: Question'],2017-06-27 14:05:31+00:00,2018-02-09 01:13:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/7158
7161,#7161_BED_Temperature_in_LCD_Full_Graphics,4,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-27 19:41:47+00:00,2017-07-02 03:41:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/7161
7163,#7163_parser_has_value()_broken,2,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-27 20:53:40+00:00,2017-07-02 04:18:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/7163
7164,#7164_parser_value_bool()_is_broken,11,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-27 21:31:03+00:00,2019-03-16 16:30:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/7164
7166,#7166_f4246dc_Broke_my_Z_axis,18,closed,['S: Solved'],2017-06-28 02:17:18+00:00,2019-03-17 01:30:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/7166
7169,#7169_Remove__echo___in_M118,1,closed,['S: Solved'],2017-06-28 07:03:44+00:00,2017-06-28 07:12:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/7169
7173,#7173_G33_and_probe_manually_,4,closed,['F: Calibration'],2017-06-28 16:31:07+00:00,2017-06-29 20:04:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/7173
7174,#7174_Bed_Leveling_Option_on_LCD,21,closed,"['F: Calibration', 'C: LCD & Controllers', 'S: Solved']",2017-06-28 16:48:40+00:00,2017-07-02 03:45:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/7174
7176,#7176_#error__LCD_BED_LEVELING_requires_MESH_BED_LEVELING_or_PROBE_MANUALLY__,14,closed,['Bug: Confirmed !'],2017-06-28 17:24:25+00:00,2019-02-21 00:07:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/7176
7181,#7181_Z_Movement_latest_build_via_controller_issue,5,closed,"['Bug: Confirmed !', 'S: Solved']",2017-06-29 00:17:06+00:00,2017-06-30 20:13:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/7181
7190,#7190_Marlin_with_Anet_A8,17,closed,"['C: Configuration', 'F: Calibration', 'S: Solved']",2017-06-30 14:45:39+00:00,2017-07-02 02:04:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/7190
7192,#7192_Thinky_has_been_quiet___,9,closed,['T: Development'],2017-07-01 04:32:42+00:00,2017-07-26 19:10:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/7192
7193,#7193_Support__BILINEAR_with_PROBE_MANUAL__ABL_Adjustment__changes__,12,closed,"['C: Documentation', 'Needs: Documentation', 'F: Calibration']",2017-07-01 04:47:06+00:00,2017-07-01 20:27:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/7193
7194,#7194_Endstop_Triggered_but_not_working_,12,closed,['C: Boards/Pins'],2017-07-01 05:36:30+00:00,2017-07-03 03:45:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/7194
7198,#7198_Homing_issue_big_bug_!_In_1_1_3_and_not_in_RC8,55,closed,['C: Configuration'],2017-07-01 12:42:57+00:00,2018-02-06 08:50:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/7198
7202,#7202_Is_probe_repeatability_test_valid_with_PROBE_MANUAL__,6,closed,['C: Configuration'],2017-07-01 21:46:24+00:00,2017-07-02 07:29:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/7202
7203,#7203_EEPROM_CHITCHAT_PROGMEM_usage_comment_in_Configuration_h,3,closed,['C: Configuration'],2017-07-01 22:46:59+00:00,2017-07-02 02:34:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/7203
7216,#7216_Sanity_Check_for_Mesh_Bed_Leveling_systems___,35,closed,"['Needs: Discussion', 'F: Calibration']",2017-07-02 14:54:13+00:00,2018-02-09 05:11:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/7216
7218,#7218_Keep_nozzle_within_printable_active_area,2,closed,"['Needs: Discussion', 'F: Calibration']",2017-07-02 21:22:27+00:00,2017-07-02 22:05:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/7218
7240,#7240_V1_1_4_with_Anet_and__Bed_Leveling_Sensor_-___Sketch_too_big;_,9,closed,"['C: Boards/Pins', 'C: Build / Toolchain']",2017-07-05 06:21:41+00:00,2017-07-05 11:16:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/7240
7244,#7244_###_Compile_Error_on_1_1_4_with_STATUS_MESSAGE_SCROLLING_defined,15,closed,['Bug: Confirmed !'],2017-07-05 14:02:14+00:00,2017-07-05 22:19:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/7244
7247,#7247_[FR]_Support_for_switching_extruder_using_PCA9685_I2C_PWM_Servo_Control,1,open,['T: Feature Request'],2017-07-06 01:44:29+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7247
7248,#7248_PROBING_HEATERS_OFF_doesn_t_work_as_expected_with_BED_LIMIT_SWITCHING,24,closed,['Bug: Confirmed !'],2017-07-06 05:41:03+00:00,2018-02-25 18:09:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/7248
7250,#7250_###_Compile_error_since_Release_1_1_if_G38_enabled,25,closed,['Needs: Patch'],2017-07-06 18:51:00+00:00,2017-08-28 23:47:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/7250
7264,#7264_[FR]_ChiTu_V3_9_32-bit_ARM_STM32_Controller,47,closed,"['T: Feature Request', 'A: STM32']",2017-07-08 03:46:59+00:00,2020-11-20 14:41:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7264
7274,#7274_Save_40_bytes_of_RAM_memory___,7,closed,['T: Suggestion'],2017-07-10 20:37:56+00:00,2019-07-11 12:19:35+00:00,https://github.com/MarlinFirmware/Marlin/issues/7274
7278,#7278_[BR]_AUTO_BED_LEVELING_BILINEAR_-_layer(s)_left_to_right_titled,118,closed,"['T: Question', 'F: Calibration']",2017-07-11 17:38:26+00:00,2017-11-28 23:05:53+00:00,https://github.com/MarlinFirmware/Marlin/issues/7278
7282,#7282_M32_appears_to_read_wrong_file_and_crashes,6,closed,['S: Solved'],2017-07-13 06:33:59+00:00,2019-03-17 01:31:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/7282
7295,#7295_Feed_rate_control_has_no_effect_while_printing_for_delta_kinematics,5,closed,"['F: U.B.L.', 'S: Solved']",2017-07-15 05:07:09+00:00,2017-11-15 09:02:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/7295
7305,#7305_[FR]_Display_filename_when_printing_from_SD_LCD,7,closed,['T: Feature Request'],2017-07-16 22:32:25+00:00,2020-08-24 07:31:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/7305
7309,#7309_SD_card_not_working,8,closed,"['Bug: Potential ?', 'Needs: More Data']",2017-07-18 14:42:37+00:00,2019-03-11 13:09:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/7309
7313,#7313_Auto_Level_Correct_is_inverted,10,closed,"['T: Question', 'F: Calibration']",2017-07-19 04:48:15+00:00,2017-07-26 21:54:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/7313
7314,#7314_[FR]_Add_tildes_to_spanish_translation,6,closed,['C: Language'],2017-07-19 16:44:08+00:00,2018-02-24 02:22:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/7314
7318,#7318_[FR]_More_descriptive_error_message_for_thermal_runaway,9,closed,['T: Suggestion'],2017-07-20 01:37:33+00:00,2018-02-28 12:01:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/7318
7323,#7323_[FR]_Make_new_behavior_of_G92_an_option,5,closed,['T: Question'],2017-07-20 19:00:10+00:00,2018-10-15 14:42:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/7323
7324,#7324_[FR]_Raise_to_Z_SAFE_HOMING_after_G28,3,closed,['T: Feature Request'],2017-07-20 19:13:07+00:00,2018-10-15 14:42:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/7324
7325,#7325_[FR]_Reprobe_and_rewipe_in_G29,3,closed,"['F: Calibration', 'T: Suggestion']",2017-07-20 19:30:41+00:00,2018-08-20 16:28:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/7325
7330,#7330_Odd_Printer_Behavior,2,closed,['T: Question'],2017-07-21 00:09:59+00:00,2018-02-09 05:47:40+00:00,https://github.com/MarlinFirmware/Marlin/issues/7330
7336,#7336_[FR]_Emulate_trigger_endstop_with_code_for_custom_IR_sensor,2,open,['T: Feature Request'],2017-07-21 12:03:21+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7336
7342,#7342_[FR]_Distracting_Flashing_Question_Marks,3,closed,['T: Question'],2017-07-22 11:51:07+00:00,2018-02-09 05:55:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/7342
7346,#7346_How_Marlin_interpolate_trajectories,7,closed,['T: Question'],2017-07-23 21:15:22+00:00,2017-09-26 21:37:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/7346
7348,#7348_[FR]_merge_controller_fan_and_auto_extruder_fan_functions_when_assigned_to_same_pin,3,closed,['T: Question'],2017-07-24 11:17:32+00:00,2018-02-09 06:05:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/7348
7366,#7366_Any_way_we_getting_this_ridiculously_important_feature_to_marlin_,4,closed,"['T: Feature Request', 'F: Calibration']",2017-07-28 02:05:07+00:00,2017-07-28 02:29:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/7366
7374,#7374_enqueue_and_echo_commands_P_calls_drain_injected_commands_P_only_once_,3,closed,['T: Suggestion'],2017-07-28 21:54:45+00:00,2018-08-20 16:31:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7374
7387,#7387_Probing_with_BLTouch_and_incorrect_delta_height_can_damage_printer,2,closed,"['T: Suggestion', 'F: Z-Probes']",2017-07-31 17:00:01+00:00,2018-02-09 12:37:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/7387
7400,#7400_[FR]_Add_serial_port_number_validation,3,closed,"['C: Configuration', 'T: Suggestion']",2017-08-01 23:23:14+00:00,2018-02-09 06:44:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/7400
7407,#7407_[FR]_Move_hot_nozzle_if_printer_stalls,2,closed,['T: Feature Request'],2017-08-02 18:43:48+00:00,2020-08-24 07:38:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/7407
7423,#7423_[FR]_Arabic_language_support,7,open,"['T: Feature Request', 'C: Language']",2017-08-03 13:30:13+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7423
7438,#7438_[FR]_Uptime_reporting___RealTimeClock,2,open,['T: Feature Request'],2017-08-05 13:55:59+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7438
7449,#7449_Function__get_sdcard_commands__will_cause_wdt_reset_when_print_sdcard_file,6,closed,['Bug: Confirmed !'],2017-08-07 06:50:38+00:00,2018-02-09 07:56:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/7449
7458,#7458_latest_bugfix-1_1_x___Recv____in_get_z_correction__with_G29_J,10,closed,['F: U.B.L.'],2017-08-08 05:04:51+00:00,2017-11-14 07:33:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/7458
7463,#7463_[FR]_Allow_change_of_Baud_Rate_at_runtime,2,closed,['T: Feature Request'],2017-08-09 00:42:10+00:00,2020-01-24 23:24:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/7463
7468,#7468_LCD_displays_SD_card_menu_s_incorrect,14,closed,['C: LCD & Controllers'],2017-08-09 15:06:56+00:00,2017-11-15 08:56:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/7468
7475,#7475_Marlin_1_1_4_-_Fixed_Probe_-_Intermittent_Trigger,8,closed,"['Bug: Potential ?', 'Needs: More Data']",2017-08-10 12:30:02+00:00,2019-03-17 01:33:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7475
7485,#7485_UBL_Issue,14,closed,"['T: Question', 'F: U.B.L.', 'F: BLTouch']",2017-08-11 21:52:11+00:00,2017-11-03 21:35:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/7485
7491,#7491_Mesh_Level_stuck_in_LOOP,9,closed,"['Bug: Confirmed !', 'F: Calibration', 'S: Solved']",2017-08-13 02:01:47+00:00,2017-11-14 07:56:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/7491
7493,#7493_Screen_Blanks_during_extended_Extruder_Moves_through_Menu,9,closed,"['Bug: Potential ?', 'Needs: More Data', 'C: LCD & Controllers']",2017-08-13 02:39:12+00:00,2019-02-20 12:36:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7493
7494,#7494_Z_fade_print_quality,10,closed,"['C: Documentation', 'F: U.B.L.']",2017-08-13 05:03:09+00:00,2017-08-27 16:40:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/7494
7510,#7510_Marlin_restarts_on_first_layer_for_large_parts_only,30,closed,['C: Configuration'],2017-08-15 19:32:00+00:00,2017-11-26 04:06:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/7510
7525,#7525_G29_limted_to_3x3__,13,closed,['Bug: Potential ?'],2017-08-17 09:41:25+00:00,2017-08-28 00:16:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/7525
7531,#7531_[FR]_I2C_IR_Thermometer_(MLX90614)_support,0,open,['T: Feature Request'],2017-08-18 17:23:47+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7531
7551,#7551_script_issue,2,closed,['C: Build / Toolchain'],2017-08-23 05:36:56+00:00,2017-11-14 07:32:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/7551
7565,#7565_UBL_-_Printing_outside_mesh_margin_ignores_Z_height,12,closed,['F: U.B.L.'],2017-08-26 04:30:13+00:00,2018-02-09 08:32:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/7565
7567,#7567_Bugfix-2_0_x_32_bit_-_questions_on_implementing_U8g_for_32_bit,3,closed,['T: Development'],2017-08-26 07:39:50+00:00,2017-08-26 07:58:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/7567
7579,#7579_[FR]_Axis_Backlash___Hysteresis_Compensation_(Code_is_Ready),24,closed,['T: Feature Request'],2017-08-28 17:30:50+00:00,2018-07-01 06:05:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/7579
7581,#7581_[FR]_Support_for_M290_-_baby_stepping,4,closed,['T: Feature Request'],2017-08-29 05:01:55+00:00,2017-10-19 21:24:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/7581
7582,#7582_Saving_mesh_for_firmware_update_,3,closed,"['C: Documentation', 'F: U.B.L.']",2017-08-29 12:39:50+00:00,2017-08-29 21:10:10+00:00,https://github.com/MarlinFirmware/Marlin/issues/7582
7588,"#7588_Marlin_1_1_5__Bed_Size,_Home_and_UBL",6,closed,"['T: Question', 'C: Configuration']",2017-08-31 07:20:33+00:00,2017-11-27 03:03:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/7588
7594,#7594_[FR]_Heater_shutoff_inactivity_timer,5,closed,['T: Feature Request'],2017-08-31 20:40:15+00:00,2018-08-20 16:58:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/7594
7607,#7607_NEW_FIRMWARE_RETRACT_For_SLIC3R_and_other,2,closed,['T: Suggestion'],2017-09-03 17:06:08+00:00,2018-02-18 10:25:35+00:00,https://github.com/MarlinFirmware/Marlin/issues/7607
7609,#7609_Manual_bed_leveling___bed_Z_not_working,18,closed,"['T: Question', 'C: Configuration', 'F: Calibration']",2017-09-04 19:35:33+00:00,2019-02-20 12:36:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/7609
7622,#7622_Marlin_2_0_Refactor,99,closed,"['T: Development', 'T: HAL & APIs']",2017-09-06 03:26:49+00:00,2017-10-16 07:37:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/7622
7625,#7625_Auto-leveling_no_longer_works_in_Marlin_1_1_5_for_printers_with_corner_washers,7,closed,"['C: Configuration', 'F: Calibration']",2017-09-06 13:44:24+00:00,2017-11-29 20:55:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/7625
7626,#7626_Unable_to_move_to_negative_coordinates_in_Marlin_1_1_5,9,closed,"['Bug: Potential ?', 'Needs: Testing']",2017-09-06 15:42:54+00:00,2018-08-20 16:55:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/7626
7627,#7627_[FR]_Use_analog_pins_to_read_TMC_driver_Vrefs,19,closed,['T: Suggestion'],2017-09-06 19:23:14+00:00,2019-06-23 18:14:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/7627
7630,#7630____________avr_bin_ld_exe__region_text_overflowed_by_19524_bytes_____Pls_help,5,closed,['S: Solved'],2017-09-07 04:36:56+00:00,2017-11-14 07:27:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/7630
7634,#7634_Bed_still_not_Level_after_both_G33_and_G29_on_1_1_5,19,closed,['F: Calibration'],2017-09-08 06:07:18+00:00,2018-02-23 13:55:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/7634
7636,#7636_auto0_g_not_executing_,1,closed,"['Bug: Confirmed !', 'S: Solved']",2017-09-08 19:07:42+00:00,2017-11-14 08:02:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/7636
7640,#7640_fine_tuning_UBL_with_G26_P4_does_not_work_without_an_LCD_screen_and_encoder_wheel,2,closed,['F: U.B.L.'],2017-09-09 02:11:39+00:00,2017-11-14 08:01:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/7640
7650,#7650_[FR]_Embed_the_enabled_plain_text_#defines_from_configuration_files,7,closed,"['T: Feature Request', 'C: Configuration']",2017-09-12 05:21:25+00:00,2022-01-21 14:02:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/7650
7663,#7663_Idea__G-code_for_contact_digitizing,3,closed,['T: Design Concept'],2017-09-15 00:26:30+00:00,2018-02-09 08:56:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/7663
7667,#7667_Unified_bed_leveling_issue,18,closed,['F: U.B.L.'],2017-09-15 14:30:43+00:00,2017-11-14 07:58:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/7667
7674,#7674_PROBE_MANUALLY_loses_count_with_skipped_points,7,closed,"['Bug: Confirmed !', 'F: Calibration', 'Needs: Patch']",2017-09-17 14:52:00+00:00,2019-03-17 20:15:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/7674
7677,"#7677_Issue_with_large_prints,_firmware_locks_up_and_skips_gcode",7,closed,"['Bug: Confirmed !', 'Needs: More Data', 'Needs: Patch']",2017-09-17 17:59:04+00:00,2019-03-17 01:35:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/7677
7679,#7679_[FR]_Puma_560_kinematics_support_,4,open,"['T: Feature Request', 'C: Motion']",2017-09-17 20:46:34+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/7679
