Number,Name,Comments,State,Labels,Created,Closed,Url
850,#850_A_better_way_to_enumerate_G-_and_M-codes_,17,closed,[],2014-03-20 19:06:08+00:00,2015-02-20 13:20:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/850
853,#853_Odd_single_thickness_wall_bug,109,closed,[],2014-03-24 00:15:56+00:00,2014-04-13 20:15:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/853
854,#854_Marlin_v1__gives_lot_s_of_errors,3,closed,[],2014-03-24 16:46:06+00:00,2014-12-21 15:33:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/854
855,#855_disable_timeout_z_axis,8,closed,[],2014-03-24 22:51:07+00:00,2014-03-25 16:40:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/855
856,#856_Auto_bed_leveling_compile_errors,7,closed,[],2014-03-25 07:14:47+00:00,2014-04-11 11:58:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/856
857,#857_Temp_misread,3,closed,[],2014-03-25 17:06:22+00:00,2014-04-16 15:53:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/857
858,#858_Cold_Extrusion_Alert-,21,closed,[],2014-03-25 17:44:45+00:00,2014-12-21 15:33:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/858
859,#859_Too_Much_Plastic_in_Corners,4,closed,[],2014-03-25 21:40:01+00:00,2014-04-03 17:34:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/859
861,#861_Babystepping_unclear,11,closed,[],2014-03-27 19:54:56+00:00,2014-04-11 11:53:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/861
863,#863_Proposal___Set_Z_Home__LCD_menu_option,13,closed,[],2014-03-29 10:19:50+00:00,2014-10-05 20:44:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/863
865,#865_When_trying_to_print___a_b_job_g__the_folder_b_fails_to_open_,4,closed,[],2014-03-31 20:09:42+00:00,2014-12-21 15:33:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/865
867,#867_MAX6675_HEAT_INTERVAL_not_defined_,6,closed,[],2014-04-02 16:41:13+00:00,2014-12-21 15:33:54+00:00,https://github.com/MarlinFirmware/Marlin/issues/867
868,#868_Bug_report_-_Board_type_35_-_hotend_s_fet_is_turned_on_after_command_G28,3,closed,[],2014-04-03 16:10:43+00:00,2014-04-03 17:08:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/868
869,#869__Yikes!_Invalid_device_signature__Gen6_solution,3,closed,[],2014-04-04 05:19:06+00:00,2014-12-23 21:54:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/869
870,#870_Run_M-Code_at_a_precise_moment,3,closed,[],2014-04-04 11:50:24+00:00,2014-04-04 12:05:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/870
874,#874_4D_LCD_support,32,closed,[],2014-04-10 10:06:07+00:00,2015-04-26 11:14:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/874
880,#880_Nozzle_cover___or_moving_head_outside_pint_area__,3,closed,[],2014-04-14 09:36:42+00:00,2014-04-14 22:48:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/880
881,#881_Travel_limits_doesn_t_take_in_account_multiple_extruder_s_offset,4,closed,[],2014-04-15 11:54:01+00:00,2014-12-21 15:35:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/881
882,#882_Z_Probe_designs_with_Z_endstop_min_always_triggered_while_retracted,6,closed,[],2014-04-16 02:58:51+00:00,2014-12-21 21:05:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/882
883,#883__Full_Graphic_smart_control_RRD_,9,closed,[],2014-04-16 08:12:53+00:00,2014-12-21 21:04:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/883
884,#884_Has_Anyone_Implemented_Phase_Drive_In_Marlin_,5,closed,[],2014-04-16 16:38:48+00:00,2014-04-18 13:18:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/884
885,#885_createTemperatureLookupMarlin_py_division_by_zero,5,closed,[],2014-04-17 02:18:20+00:00,2014-12-21 15:36:42+00:00,https://github.com/MarlinFirmware/Marlin/issues/885
887,#887_Strange_problem_with_z_axis,3,closed,[],2014-04-19 07:47:54+00:00,2014-04-21 11:56:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/887
896,#896_End_of_Filament_sensor,4,closed,[],2014-04-24 04:47:34+00:00,2014-05-08 17:13:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/896
898,#898_Testing_motion_control_without_thermistors_installed_+_LCD_enabled,16,closed,[],2014-04-24 21:11:40+00:00,2015-03-11 15:54:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/898
900,#900_La_auto_nivelación_no_funciona!!!,4,closed,[],2014-04-25 21:49:06+00:00,2014-05-19 15:35:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/900
902,#902_M556__implementation__,9,closed,[],2014-04-27 22:47:20+00:00,2014-12-19 20:09:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/902
903,#903_Auto_bed_leveling_problem,2,closed,[],2014-04-30 22:05:33+00:00,2014-05-08 12:53:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/903
904,"#904_printing_from_SD_just_stopped_at_about_75%__-_no_sign_of_error,_just_stop_",6,closed,[],2014-05-03 12:56:10+00:00,2014-05-21 23:47:17+00:00,https://github.com/MarlinFirmware/Marlin/issues/904
905,#905_M80_g-code_not_working_on_printrboard,2,closed,[],2014-05-04 22:19:32+00:00,2014-12-19 20:10:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/905
906,#906_Folder_name_clash_with_Arduino_Library_Name_Convention!_,3,closed,[],2014-05-05 11:34:25+00:00,2014-05-07 14:02:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/906
907,#907_ultralcd_cpp_lcd_status_screen_triggers_lcd_implementation_status_screen()_up_to_9_times_in_a_row,2,closed,[],2014-05-05 19:09:35+00:00,2014-05-15 21:00:26+00:00,https://github.com/MarlinFirmware/Marlin/issues/907
909,#909_Preliminary_support_for_Matthew_Roberts_advance_algorithm_NOT_WORKED,3,closed,[],2014-05-08 19:34:03+00:00,2014-12-21 15:37:05+00:00,https://github.com/MarlinFirmware/Marlin/issues/909
910,#910_autobed_leveling_appears_to_calculate_slanted_plane,8,closed,[],2014-05-09 06:07:35+00:00,2014-12-19 20:15:17+00:00,https://github.com/MarlinFirmware/Marlin/issues/910
911,#911_Auto-Calibration_V_Auto-Leveling_-_Terminology,38,closed,[],2014-05-09 19:32:26+00:00,2015-04-26 11:17:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/911
915,#915_Can_t_include_Bluetooth_support_into_Marlin,11,closed,[],2014-05-12 15:17:43+00:00,2014-05-16 14:10:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/915
916,#916_New_algorithm_Velocity_Extruding_for_more_smooth_print,51,closed,['T: Feature Request'],2014-05-13 05:21:46+00:00,2015-08-12 01:56:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/916
920,#920_Enable_BedLevel_as_option_in_Prepare_menu,8,closed,[],2014-05-16 01:53:06+00:00,2015-04-27 03:26:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/920
922,#922_marlin_adds_steps_and_all_shift_in_x_and_y,6,closed,[],2014-05-16 17:15:50+00:00,2014-12-21 21:01:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/922
923,#923_feature_request___multiple_extruders_running_simultaneously,14,closed,['T: Feature Request'],2014-05-19 02:25:22+00:00,2015-04-26 11:27:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/923
924,#924_Feature_Request___Add_a_resetable_filament_counter_into_EEPROM,28,closed,[],2014-05-19 14:44:45+00:00,2015-04-26 11:35:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/924
925,#925_Thermistor_T1_blank_when_TEMP_SENSOR_0_is_set,5,closed,[],2014-05-19 21:01:21+00:00,2014-12-19 20:27:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/925
926,#926_Store_probing_area_settings_on_EEPROM(cnc_use),11,closed,[],2014-05-20 07:45:25+00:00,2015-05-31 13:39:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/926
927,#927_Preventing_pre-homing_crashes,32,closed,[],2014-05-21 05:40:48+00:00,2015-02-20 13:24:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/927
928,#928_Feature_Request__Limit_carriage_position_to_positive_float__Improved_software_end_stop_for_Deltas_,5,closed,[],2014-05-21 15:21:11+00:00,2015-05-31 13:42:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/928
929,#929_Safety_problem_-_Min_Temp_limit_only_works_if_Table_includes_5_degrees,3,closed,[],2014-05-21 21:36:16+00:00,2014-12-21 15:37:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/929
930,#930_Safety_problem_-_Min_Temp_limit_only_works_if_Table_includes_5_degrees,2,closed,[],2014-05-21 21:38:33+00:00,2014-05-21 23:41:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/930
931,#931_the_LED_don_t_works_-_Melzi_V2_0,10,closed,[],2014-05-22 00:18:18+00:00,2014-12-19 22:38:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/931
932,#932_m600_change_filament_problem,7,closed,[],2014-05-23 14:14:39+00:00,2014-05-25 02:37:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/932
933,#933_G29__echo__Home_X___Y_before_Z_,2,closed,[],2014-05-23 20:46:10+00:00,2014-05-24 09:05:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/933
934,#934_Calculate_voltage_motors,10,closed,[],2014-05-24 11:54:55+00:00,2014-12-19 20:46:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/934
935,#935_Matrix_transpose_is_not_the_same_as_inverse,8,closed,[],2014-05-24 12:54:55+00:00,2014-12-19 22:34:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/935
936,#936_pins_h_1_1__error__unterminated_#ifndef,2,closed,[],2014-05-26 18:32:46+00:00,2014-05-26 18:56:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/936
937,#937_Trying_to_run_marlin_on_RAMPS_1_4_without_thermistor_for_bed,3,closed,[],2014-05-27 04:49:30+00:00,2014-05-28 22:17:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/937
938,#938_Support_new_Boards,2,closed,[],2014-05-28 12:58:16+00:00,2014-05-28 13:20:04+00:00,https://github.com/MarlinFirmware/Marlin/issues/938
939,#939_Dual_extruder_setup_BUG_2nd_hotend_extrude_=__tiny_x-axis_movement,10,closed,[],2014-05-29 09:02:51+00:00,2014-12-21 15:37:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/939
942,#942_removable_Z_switch_option,2,closed,[],2014-05-30 07:29:24+00:00,2014-12-19 21:02:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/942
950,#950_Dual_extruder_reports_wrong_temperatures_with_second_extruder_switched_,4,closed,[],2014-06-03 08:02:36+00:00,2014-06-07 09:08:04+00:00,https://github.com/MarlinFirmware/Marlin/issues/950
951,#951_More_extruder_but_only_hotend!!,1,closed,[],2014-06-03 20:25:37+00:00,2014-06-10 18:53:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/951
953,#953_Extruder_temperature_not_stabilising,3,closed,[],2014-06-06 14:14:12+00:00,2014-12-21 15:38:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/953
954,#954_Z_homing_with_a_swinging-out_servo_arm,5,closed,[],2014-06-07 17:07:37+00:00,2015-04-04 12:27:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/954
958,#958_Slow_Fan_start_option_,5,closed,[],2014-06-10 01:42:18+00:00,2014-12-19 21:10:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/958
960,#960_After_homing_X_axis_won_t_move,4,closed,[],2014-06-11 02:01:55+00:00,2014-12-19 21:17:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/960
966,#966_Sanguino_build_fails_with_Makefile,8,closed,[],2014-06-13 11:18:02+00:00,2014-12-21 15:38:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/966
967,#967_Auto_Bed_leveling_servo_retract_before_endstop_triggered,1,closed,[],2014-06-13 14:24:10+00:00,2014-06-19 07:34:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/967
968,#968_OK_retry_timeout_,5,closed,[],2014-06-13 17:17:33+00:00,2014-12-21 15:38:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/968
970,#970_Unable_to_Compile_in_Arduino_1_0_5,3,closed,[],2014-06-15 15:44:05+00:00,2014-06-22 11:01:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/970
972,#972_Auto_Level_not_compensate_enough,41,closed,[],2014-06-19 07:37:55+00:00,2015-03-11 11:32:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/972
973,#973_add_chamber_Temp_in_the_display,35,closed,['T: Feature Request'],2014-06-21 10:46:03+00:00,2018-08-13 21:36:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/973
975,"#975_Extruder_working_fine_with_A4988s,_not_with_DRV8825,_repetier_works,_marlin_not",40,closed,[],2014-06-23 13:51:33+00:00,2014-12-21 19:17:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/975
980,"#980_gpl_violation,_please_address",10,closed,[],2014-06-26 13:38:00+00:00,2014-12-19 21:27:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/980
981,#981_pwm_soft_hickup_to_FAN_control,4,closed,[],2014-06-26 14:43:31+00:00,2014-12-19 21:28:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/981
982,#982_Delete_file_from_SD_not_putting_ok_on_newline,3,closed,[],2014-06-26 16:48:03+00:00,2014-11-19 20:50:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/982
983,#983_Z_PROBE_OFFSET_FROM_EXTRUDER_ignored_,3,closed,[],2014-06-27 12:15:11+00:00,2014-06-27 16:37:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/983
984,#984_Z_feed_rate_was_to_high_when_auto_leveling_probe,3,closed,[],2014-06-28 14:46:37+00:00,2014-12-21 19:17:28+00:00,https://github.com/MarlinFirmware/Marlin/issues/984
985,#985_EXTRUDER1_Z_OFFSET!!!_Dual_-X-Carriage-Mode,2,closed,[],2014-06-28 17:23:06+00:00,2014-12-21 19:18:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/985
986,#986_Feed_rate,5,closed,[],2014-06-29 14:18:12+00:00,2014-12-19 21:33:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/986
987,#987_Servo_not_disabled_if_autolevel_is_not_enabled,3,closed,[],2014-06-30 08:02:58+00:00,2014-12-21 19:18:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/987
988,#988_Z_axis_has_strange_values___Ghost_in_the_machine_,2,closed,[],2014-07-01 02:07:13+00:00,2014-07-02 02:41:55+00:00,https://github.com/MarlinFirmware/Marlin/issues/988
990,#990_Dual-extruder_printer,3,closed,[],2014-07-02 06:24:53+00:00,2014-12-19 21:37:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/990
994,#994_Implement_GCode_for_Stop_Print_for_SD_printing,3,closed,[],2014-07-06 23:28:38+00:00,2014-12-21 19:18:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/994
995,#995_Multiple_extruders_(6)_with_temperature_cpp,5,closed,[],2014-07-07 23:32:37+00:00,2014-12-21 19:37:45+00:00,https://github.com/MarlinFirmware/Marlin/issues/995
997,#997_AD595_calculation_bug,4,closed,[],2014-07-08 07:03:29+00:00,2014-07-09 05:04:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/997
999,#999_end_of_filament_detection,21,closed,[],2014-07-09 22:53:24+00:00,2015-03-25 08:40:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/999
1000,#1000_Fire_Hazard,7,closed,[],2014-07-10 07:39:10+00:00,2014-07-10 21:39:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/1000
1001,#1001_User_Interface_Scripting_Extension,11,closed,[],2014-07-10 17:56:37+00:00,2014-12-19 21:41:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/1001
1002,#1002_Issue_with_Bed_Levelling___,7,closed,[],2014-07-11 21:08:51+00:00,2014-12-20 17:33:35+00:00,https://github.com/MarlinFirmware/Marlin/issues/1002
1003,#1003_Gen7_doesn_t_compile_with_provided_aruino_addons,3,closed,[],2014-07-12 08:44:57+00:00,2014-12-19 21:43:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/1003
1004,#1004_Help_needed__Wiring_Problem_using_two_ramps_boards_,6,closed,[],2014-07-13 02:28:47+00:00,2014-12-27 11:18:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/1004
1006,#1006_Core_XY_Auto_bed_level,5,closed,[],2014-07-14 15:35:58+00:00,2014-07-20 13:54:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/1006
1007,#1007_planner_cpp_663_9__error__‘DISABLE_INACTIVE_EXTRUDER’_was_not_declared_in_this_scope,3,closed,[],2014-07-14 17:46:56+00:00,2014-07-14 18:03:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/1007
1008,#1008_Auto_bed_leveling_-_X_only_move,7,closed,[],2014-07-14 18:26:10+00:00,2014-12-19 22:09:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/1008
1010,#1010_Add_support_for_a_filament_width_sensor_to_control_extrusion_rate,11,closed,[],2014-07-16 03:10:56+00:00,2014-12-19 21:47:10+00:00,https://github.com/MarlinFirmware/Marlin/issues/1010
1011,#1011_Auto_Bed_Level_with_an_Inductive_Sensor,4,closed,[],2014-07-17 06:58:12+00:00,2014-09-05 07:23:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1011
1012,#1012_how_to_change_glcd_font,2,closed,[],2014-07-17 14:57:37+00:00,2014-12-19 21:47:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/1012
1014,#1014_Sled_Mounted_Z-axis_Endstop_for_Z-probing_(Auto_Bed_Leveling),9,closed,[],2014-07-18 12:41:52+00:00,2015-04-26 11:43:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/1014
1015,#1015_Temperature_stability_of_the_extruder,8,closed,[],2014-07-18 14:44:26+00:00,2014-07-20 05:13:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/1015
1016,#1016_Ramps1_4+Dual_Extruder_-_error_thermisor_extruder1,3,closed,[],2014-07-20 17:29:49+00:00,2014-07-20 17:59:05+00:00,https://github.com/MarlinFirmware/Marlin/issues/1016
1018,#1018_Dual_heated_bed_option_for_larger_printers,5,closed,[],2014-07-26 20:21:53+00:00,2014-12-21 20:56:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/1018
1020,#1020_Problems_executing__enquecommand_P()___more_than_4_consecutive_times,6,closed,[],2014-07-31 08:30:26+00:00,2014-12-19 22:02:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/1020
1021,#1021_Manual_Positions_Home_define,2,closed,[],2014-08-01 20:28:37+00:00,2014-08-01 20:33:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1021
1026,#1026_[FR]_Electronics_Temp_display,7,closed,"['T: Feature Request', 'C: LCD & Controllers']",2014-08-07 20:50:15+00:00,2020-06-21 01:14:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/1026
1027,#1027_Feature_Request__Automatic_Z_Travel_height_for_mendel90,4,closed,[],2014-08-07 21:18:55+00:00,2014-12-19 22:05:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/1027
1028,#1028_Feature_Request__Add_support_for_filament_sensor_by_filipmu,2,closed,[],2014-08-07 21:58:31+00:00,2014-12-19 22:05:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/1028
1029,#1029_Servos_disabled_but_pwm_is_not_0_at_start,1,closed,[],2014-08-08 11:46:33+00:00,2014-12-19 22:05:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/1029
1033,#1033_CoreXY_xy_max_pos,3,closed,[],2014-08-11 08:58:48+00:00,2014-12-19 22:06:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/1033
1035,#1035_Bug_in_comment_code_,8,closed,[],2014-08-13 16:47:35+00:00,2014-12-19 22:08:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/1035
1036,"#1036_if_printing_from_SD_fails,_heaters_will_stay_on_",26,closed,[],2014-08-15 19:09:00+00:00,2015-01-02 19:15:54+00:00,https://github.com/MarlinFirmware/Marlin/issues/1036
1038,#1038_Change_Filament_Disables_X_and_Y_Steppers_Which_Cuases_Carriage_Movement_While_Changing_Filament,16,closed,[],2014-08-18 08:37:51+00:00,2014-12-29 15:41:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/1038
1041,#1041_Marlin_and_THB6128_Driver,120,closed,[],2014-08-19 17:46:12+00:00,2015-02-20 12:45:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1041
1042,"#1042_Compiling_error_Arduino_1_0_5,_1_0_4_-_SublimeText2,_3_-_Servo_cpp",3,closed,[],2014-08-22 16:41:28+00:00,2014-12-21 20:54:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/1042
1043,#1043_error_explanation_,4,closed,[],2014-08-23 12:08:50+00:00,2014-12-21 20:53:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1043
1044,#1044_Problem_with_reconfiguration_Z_PROBE_OFFSET_FROM_EXTRUDER,5,closed,[],2014-08-23 14:56:28+00:00,2014-08-23 21:34:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/1044
1045,#1045_z_axis_homing_speed_much_too_high_while_probing_for_auto_bedlevel,10,closed,[],2014-08-24 10:06:01+00:00,2015-03-17 17:18:04+00:00,https://github.com/MarlinFirmware/Marlin/issues/1045
1046,#1046_Leapfrog_possibly_violating_the_GPL_license,4,closed,[],2014-08-25 00:07:14+00:00,2014-12-19 22:19:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/1046
1047,#1047_Feature_request__Thermal_expansion_compensation,10,closed,[],2014-08-25 18:05:57+00:00,2014-12-19 22:41:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/1047
1048,#1048_Z_travel_speed_too_high_when_homing_with_Z_SAFE_HOMING_enabled_,2,closed,[],2014-08-26 19:54:56+00:00,2014-12-21 19:38:36+00:00,https://github.com/MarlinFirmware/Marlin/issues/1048
1050,#1050_[FR]_Arc__K__(z-axis)_support_for_helical_interpolation,9,closed,"['T: Feature Request', 'C: Motion']",2014-08-27 18:27:51+00:00,2021-10-22 18:55:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/1050
1052,"#1052_Serial_protocol_is_translated,_causes_issues_with_non-english_firmware_in_host_software",21,closed,[],2014-08-29 15:50:13+00:00,2014-08-30 08:38:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/1052
1055,#1055_Problems_with_auto_bed_leveling_after__Adding_Z_Probe_via_sled_mounted_endstop_,3,closed,[],2014-08-31 11:52:09+00:00,2014-10-06 11:54:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/1055
1056,#1056_motors_won_t_lock_after_using_panel_2004(reprapdiscount),3,closed,[],2014-08-31 16:04:56+00:00,2014-12-21 20:51:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/1056
1058,#1058_Feature_Request__fail_safe_in_case_of_brown_out,15,closed,[],2014-09-01 12:07:18+00:00,2014-12-19 22:36:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/1058
1059,#1059_Marlin_with_delta_configurations_copy_from_example_configurations_folder_compile_error,6,closed,[],2014-09-01 16:35:56+00:00,2014-12-20 09:14:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/1059
1061,#1061_Thermal_runaway_protection_mistakenly_triggers_when_target_temperature_increased,5,closed,[],2014-09-02 05:00:51+00:00,2014-12-21 20:50:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/1061
1066,#1066_Cant_compile_because_of_bug_on_Line_1271_-_Marlin_Main_cpp,4,closed,[],2014-09-05 01:49:51+00:00,2014-09-19 21:07:42+00:00,https://github.com/MarlinFirmware/Marlin/issues/1066
1067,#1067_Servo_pin_not_attached_when_wanting_probing_and_not_sled!,2,closed,[],2014-09-05 02:25:56+00:00,2014-09-29 11:47:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/1067
1069,#1069_No_Fan_when_Autotune,32,closed,[],2014-09-09 12:37:44+00:00,2015-01-02 15:57:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/1069
1070,#1070_Z_SAFE_HOMING_only_works_on_second_G28,10,closed,[],2014-09-13 10:22:52+00:00,2014-12-21 20:50:11+00:00,https://github.com/MarlinFirmware/Marlin/issues/1070
1071,#1071_Z_MAX_Endstop_during_Autoleveling_with_Z_SAFE_HOMING,2,closed,[],2014-09-13 13:14:25+00:00,2014-12-21 20:49:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/1071
1072,#1072_float_delta_error_when_DELTA_is_defined,2,closed,[],2014-09-16 21:24:42+00:00,2014-12-21 20:49:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/1072
1074,#1074_Z_Probe_does_not_retract_after_G28,2,closed,[],2014-09-16 23:01:32+00:00,2014-09-19 21:09:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/1074
1075,#1075_Start_sequence,3,closed,[],2014-09-17 21:18:58+00:00,2014-12-21 20:47:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/1075
1077,#1077_Start_fan_when_temperature_is_reached,2,closed,[],2014-09-18 14:38:03+00:00,2014-09-18 19:19:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/1077
1079,#1079_Homing_Sequence,4,closed,[],2014-09-20 10:29:45+00:00,2014-12-21 20:47:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/1079
1080,"#1080_open_failed,_File__XXX",13,closed,[],2014-09-25 17:24:06+00:00,2014-12-21 20:46:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/1080
1081,#1081_Serial1_begin_equivalent_in_Marlin_with_hardwareSerial,2,closed,[],2014-09-26 07:51:24+00:00,2014-12-21 20:45:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/1081
1083,#1083_Can_t_compile_any_more,6,closed,[],2014-09-27 16:15:18+00:00,2014-12-21 20:45:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/1083
1084,#1084_Auto_Bed-leveling,3,closed,[],2014-09-29 10:27:27+00:00,2014-10-14 11:19:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/1084
1085,"#1085_On_firmware__7__(Ultimaker,_default)_servo_pin_never_defined_",3,closed,[],2014-09-29 11:11:32+00:00,2014-12-29 16:27:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/1085
1086,#1086_Add__Calibration_Procedures__to_the_firmware,12,closed,['T: Feature Request'],2014-09-30 01:16:14+00:00,2016-05-04 13:30:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/1086
1088,#1088_Is_auto_bed_leveling_actually_tested_,12,closed,[],2014-10-01 02:09:20+00:00,2014-12-27 11:25:26+00:00,https://github.com/MarlinFirmware/Marlin/issues/1088
1089,#1089_Z_homing_not_working_after_upgrade,2,closed,[],2014-10-01 19:25:09+00:00,2014-12-21 20:41:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/1089
1092,#1092_Feature_request__Specify_different_maxspeeds_for_raising_and_lowering_z-axis,11,closed,[],2014-10-05 01:19:56+00:00,2015-04-26 11:52:10+00:00,https://github.com/MarlinFirmware/Marlin/issues/1092
1093,#1093_SD_card_appears_empty_(no_card)_but_still_says_card_inserted,5,closed,[],2014-10-05 09:25:19+00:00,2014-12-21 20:40:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/1093
1094,#1094_Solenoid_Probe_[Not_an_Issue],2,closed,[],2014-10-05 13:49:46+00:00,2014-12-21 20:35:54+00:00,https://github.com/MarlinFirmware/Marlin/issues/1094
